Index,text
11782,"Bedford-Strohm: ""Alles was in den Regionen auf den Marktplätzen stattgefunden hat, ist gigantisch."" #Reformationsjubiläum"
11783,"Zu den Allahu-Akbar grölenden Moslems beim Brand der #NotreDame: 'Allahu-Akbar' sei nur ein 'Ausdruck des Entsetzens', erklärt SPIEGEL-Ableger @Bento_DE.  https://t.co/wdsfCFs9PD"
11784,_stegherr    _online Wertschätzung muss man sich verdienen.
11785,"Sogar Hamburger Abendblatt macht endlich mit – Zwar nur sehr vorsichtig, aber wenigstens ein Anfang. 😋    'Rebecca: Einsatzkräfte mit Spaten in Wald unterwegs'    #findbecci endlich, sucht endlich nach einer lebenden #rebecca #freeflorian #medien #presse 😢  https://t.co/otaMevYkDv"
11786,"Die sollen dahin zurück, wo sie hergekommen sind und Schluss!!"
11787,"Jetzt habe ich es von Facebook schriftlich bestätigt bekommen. Die Vergewaltigung und der sexuelle Missbrauch von Kindern durch die Angehörigen der allahu-akhbar-Sekte ist in Ordnung.    Kritik daran ist 'Hassrede', für die man 30 Tage gesperrt wird.    Wie krank ist das denn???"
11788,@Hartes_Geld @Infos_Googeln Mach ich da was falsch? Ich spar für meine imaginäre Rente. Ich sollt wohl doch besser auf Waffen umschwenken. In ein paar Jahren haben die sicherlich Hochkonjunktur....
11789,Und in Deutschland die Migranten sind Christenfeindlich und behandeln die Deutsche schlecht?
11790,"@ServusTV  Liebes Servus-Team: Meine Frau lässt fragen, ob eine 2. Staffel der Serie #Trakehnerblut geplant ist.  :)"
11791, |LBR| Obwohl ich als Christ bei Freiheit um jeden Preis anderer Meinung bin und die Zeit vor den 68er als Normal empfinde
11792,"Laut dem neuesten nationalen Sicherheitsbericht, der vom schwedischen Nationalen Rat für Kriminalprävention veröffentlicht wurde, haben vier von zehn Frauen Angst, sich draußen frei zu bewegen. https://t.co/qwQJIbk2m8"
11793, Ich wünsche Euch allen viel Freude und vor allem viel Puste beim wandern!!! |LBR| Eure 
11794,Wir brauchen dringend Wahlbeobachter!    #ltwrlp #ltwrp #ltwbw #merkel #afd #cdu #csu #spd #malu2016 #laschet #rapefugees #krimigranten
11795,"das was im SWR Radio momentan an Werbung pro #Asylanten gemacht wird, ist so penetrant wie Phase der Weihnachtssongs & Fastnachts-Seeligkeit"
11796,Das ist nunmal ein christlich geprägtes Land . Länder mit dem Islam als Hauptreligion sind deutlich feindlicher gegenüber anders Gläubigen . Da brennen Kirchen und Christen werden getötet. Das scheint aber wohl nicht hinterfragt oder gar kritisiert oder verurteilt zu werden....
11797," Wir können das Spiel noch ein paar Runden lang spielen (Warum beginnen Sie es mit „Auch so eine Mode“?), aber ich bin dann jetzt raus."
11798,"Richtig so! Oma geh in Rente , bügeln liegt dir eher!"
11799,"der auch gerade, quatscht auch nur und tut nichts. Will sich wohl fürs Volk aufmerksam machen. Der schafft das nie."
11800,Ich kann leider auch nicht spenden ? .. jedoch wünsche und hoffe ich den beiden alles gute viel kraft und einen passenden Spender.
11801,"im Mittelmeer die Flüchtlingsboote an den Haken und wieder zurückschleppen, zerstören und gut ist. Dann kommt da keiner mehr #Asylanten"
11802,"Gerade auf N-TV ""Die neuen Waffen des Terrors"" mitbekommen ! WAS FÜR EIN SCHEIß!! RAUS MIT MOSLEMS, dann KEIN Terror! ☠️😡☠️"
11803,"Bei uns sollte das auch sein,plus Schuluniform."
11804, Ist dein Smartphone wasserdicht (IP67)? 😃
11805, Das hängt ziemlich weit oben. Brauche Komplizen. Identitäre?
11806,"Sie ist schuld daran, dass Deutschland langsam zugrunde geht. So ist das nicht mein Deutschland."
11807," Oftmals staunen und ärgern wir uns über Richtersprüche...den Urteile sollten als Abschreckung und als Strafe dienen..! |LBR| In diesem Fall mag die Strafe zu hoch sein, doch als Abschreckung eine richtige und konsequente Maßnahme..!"
11808,  Vom Hoff Kernseifenfreier ! Raffst es eh net !
11809,"Nach 85 Tagen endet der Twitter-Feed  mit über 1400 Tweets, ca. 14.500 Followern und über 17 Millionen Impressionen. Geschafft!"
11810,Ein Generalstreik würde helfen....Aber da niemand mitmacht...Wird es so weitergehen bis zum Ende
11811," Verrückt! :-( Nur eine Vermutung, die aber sehr unwahrschlich ist: Vielleicht liegt es an den neuen Vorgaben bei Twitter. /sth"
11812,"Hihihi, ich finde, Merkel bastelte sich aus der CDU/CSU eine neue ""Blockflöten-CDU"" der DDR, voller JA-Sager und Klatscher, eben ohne Hirn😜"
11813," Na der Typ ist wohl die personifizierte LINKSGRÜNversyphte ABARTIGKEIT ! Das auch noch mit Aufruf zur Gewalt, die den DEUTSCHEN durch Messerschwingenden LIBANESEN-und TÜRKENABSCHAUM angetan werden soll, weil es ja so innovative Unmenschen sind! Wie kommt son Typ an solchen Posten"
11814,"Die Grüne Intelligenz Bestie 'Eckhardt', Prangert im Ticker,  Christen,sollen nicht die Moscheen anzünden?  Scheinbar sind  nach Ansicht von Eckhardt,nur Christen als Täter in Frage kommend?  ich wußte ja schon Immer,' die Christen sind Sünder'!"
11815,"Keine Schnittmenge zwischen #NPD und #AfD? Funny … #Euro? #Asylanten? #Islam? #Familie? Es gibt die Schnittmenge, die #AfD gibt sie nicht zu"
11816,Na na na. Wer wird den schon nach 6 Wochen kapitulieren. Fängt doch gerade an spannend zu werden. Wie hier in Schweden. Hier laufen schon Wetten welches volk als erstes den Generalstreik macht. Deutschland oder Schweden. Aber ihr habt das Problem mit eurer Vergangenheit und Massen an Gutmenschen. ????
11817,"Nun zum Unmut der AfD,  war es kein Kantholz oder Knüppel,nach Videoaufzeichnung, war es einer der drei  der Ihm in den Rücken gesprungen ist!  Am Boden zog er sich die Verletzungen zu!!  Niemand trat nach,   also alles Normal ? https://t.co/yEp3EpuBJ8"
11818," Genau Volksfeinde sind die Komministen,Zecken,Antifa."
11819," Wenn nicht, mich einfach in Ruhe lassen bis etwa um 12 Uhr."
11820,"  Sie sind ein Steuerbetrüger und haben die einzige demokratische Partei Deutschlands AfD, nicht zu beleidigen! Bald sind Sie verschwunden!"
11821,Trump ist tragische Figur. Er erkennt den Betrug am Volk. |LBR| Aber Establishment und Presse verhindern aus Eigeninteresse sein richtiges Handeln
11822,"_News Was erwartet denn ein zweimaliger Sitzenbleiber, der nicht einmal |LBR| einen Schulabschluss hat, von den deutschen Wählern? Er ist ein |LBR| Blender."
11823,"Eine Frage hätte ich da noch.  Wo war Rebeccas Handy während es die WhatsApp-Nachricht empfangen hat?  Gebt endlich den Schwager frei &amp; fangt endlich an nach #Rebecca zu suchen. An den richtigen Orten, richtigen Täter. Denn das Handy hat das Haus viel zu früh verlassen.  #findbecci https://t.co/PnSr0ZvO4x"
11824,"Ungarn fehlen die Fachkräfte,Deutsche Fachkräfte bevorzugt und mit hoher Entlohnung und preiswerten Wohnraum gelockt!(zwar nach dem Ungarischen Preisniveau aber höher als in Deutschland zum Vergleich!  Quelle arte journal"
11825,"Was werdet ihr Sonntag wählen?  Btw: Bitte erklärt Älteren (Omas, Opas etc.), die über kein Internet/alternative Informationen verfügen, was manche Parteien mit unserem Land vorhaben und wie übel es in unseren Großstädten schon aussieht.  #Europawahl2019  #Europawahl   #GehtWählen"
11826,Erst wenn Europa islamisiert ist werdet ihr merken dass |LBR| P E G I D A |LBR| P atrioten |LBR| E Uropas |LBR| G egen |LBR| I slamisierung |LBR| D es |LBR| A bendlandes |LBR| recht hatte
11827,"'Während in Berlin Chaos herrscht, der große Posten-Reigen weiter getanzt wird, konstruktive Politik weiterhin blockiert wird, häufen sich in Deutschland weiter die Einzelfälle, wie man dieser Karte entnehmen kann.'  https://t.co/CehvXWyuQz"
11828,"Fast nur noch bekloppte im Land.   Um einen vor dem Tod eventuell zu bewahren, will man 109 Kinder opfern. Und 79% stehen da auch noch voll hinter. 😢    Papa #Wilberg von der Capitol, alias der #EkelWilfred, #Wiltewka oder O. #Wilke    https://t.co/MvneZDX63O"
11829, |LBR| Ich liebe Frühlingswetter also laue Temperatur Sonne aber nicht zu warm.
11830,Wir wollen den Abbruch der Verhandlungen. #Türkei #EU #EUBeitritt
11831,@wendt_joachim aber durchdacht. ..wären dann ungefähr die Menge die uns der Sultan androht  😉
11832,#Merkel ist jetzt in der #Türkei. Schnell die Grenzen schließen und die Frau nicht mehr reinlassen! #abmerkeln #refugeesNOTwelcome
11833,Diese Frau bringt es ja auf den Punkt. Untergang der EU
11834,  |LBR| Die Merkel hat Charakter. |LBR| Leider ist der scheisse! 😜👍
11835,Endlich angekommen. Die Beschwerde plagt sich immer noch durch den Verkehr. #dritteoption
11836,Der kleine Programmdirigent der Mainstreammedien; der ADS ler wittert wieder Ungemach von 'rächts'. Vorsicht vor kleinen Männern sagte mir ein älterer Kollege; wie recht er doch hat. https://t.co/hVQh67DBfu
11837,Haben wir bald keine GROKO unter Merkel mehr
11838,  Weniger Frauen in Vorständen ist kein Problem. Weniger Geld für weniger Arbeit und geringer bezahlte Jobs ebenfalls nicht.
11839," Irgendwie find ich alles gut, was Platzeck schlecht findet."
11840,"'Aus dem Vorgehen der Kollegen eine muslimfeindliche Haltung zu konstruieren ist bösartig und schäbig“, meint #RainerWendt, Chef der Deutschen Polizeigewerkschaft. https://t.co/Kv3RVjry6I"
11841,@der_zmd Reden sie lieber einmal davon wieviel Kirchen und christliche Symbole hier in Europa vom ihren Glaubensideologen geschändet wurden. https://t.co/2uk4hSww2x
11842,Gute Neuigkeiten aus den USA. Doch keine Hilfen für alte AKW und Kohlemeiler. |LBR| No.45 und US Regierung scheitern mit Vorstoß zu Kohle- und Atomsubventionen 👏👏👏
11843,"Die fehlende #EheFürAlle hat #Konsequenzen für Arbeitnehmende, etwa wenn es bei Auslandsaufenthalten Visa nur für Eheleute gibt _tweets_"
11844, Dem hätte Luther auch selbst widersprochen. /fxn
11845," _  _Themen _98763     _EXIT_ ___         _lein  _THEMES Merksatz:⬇⬇ |LBR| ""Menschen die man nicht kennt duzt |LBR| man nicht""⁉✔"
11846,Mir gefällt das nicht.
11847,#maaslos wird zum Synonym für Meinungsunterdrückung und Zensur in Deutschland und FB
11848, Gleich zwei verbale Totschlagkeulen in der Überschrift. Die sollten sich schämen.  Und jeder Vernunftbegabte sollte sich beim Lesen fremdschaemen |LBR| #rechts |LBR| #Hetze
11849,Glaubt ihr Rainer hat schon die 200 kg geknackt ?
11850,@Uwe_Junge_MdL Uwe der Träumer.....Da wünscht sich wohl der Bundeswehronkel sein altes Feindbild zurück.
11851,"  _Geld Und wenn ich nicht mehr weiter weiß, bild ich einen Arbeitskreis. Alles wird gut... ohmmmm"
11852,"Ich staune immer wieder wo plötzlich das Geld herkommt um die Asylanten zu versorgen und unterzubringen. Die ganzen Jahre war kein Geld für Wohnungsbau oder ähnliches da. 
Der Steuerzahler muss jeden Euro umdrehen und es reicht trotzdem nicht. Aber Vater Staat kann
plötzlich Millionenfach Euros an Asylanten verteilen. Geld wofür der Steuerzahler aufkommen muss"
11853, In den Gulagexpress und dann ab ins sibirische arbeitslager
11854,"_Marcus    Das ist  und nicht , aber trotzdem vielen Dank für's Mitmachen!"
11855,"#illner Das Söder nun auf #AfD Programm macht und die Wahrheit ausspricht,welche nur bei der AfD rassistisch und polemisch,bei Söder aber ""bürgernahe Erkenntnis"" ist,scheint #87Prozent überhaupt nicht zu stören. |LBR| Ja...so sind sie.Die Heuchler und Doppelmoraler."
11856,"Manchmal frage ich mich, ob Angela Merkel an Tagen wie heute auf die SPD blickt und sehr zufrieden mit ihrem Werk ist."
11857, Die leute reden über uns Kamerad
11858,"Wie kann ich, wenn ALLE gegen mich sind, von denen verlangen, dass sie tun, was ICH will? #Merkel2016 * Europäische Lösung, #Asylanten #Asyl"
11859,"#rapefugees #refugeeswelcome Bürger bewaffnet euch, die Fachkräfte tun das auch. Und die zögern nicht, diese einzusetzen. Better he than me"
11860,"Am kommenden Dienstag, dem 12.9., soll die nächste Sammelabschiebung nach Afghanistan von Düsseldorf aus stattfinden. #Abschiebungenstoppen"
11861,_Geld Grünenphilosophie...Nazis beschädigen Auto einer syrischen Fachkraft..!
11862, Nein. Aber was hat schwul sein mit einem verminderten Wohlergehen zu tun?
11863,"_Also Zuständig ist der Bundestag, er hat heute, 14.11.14 weitere Gelder in der Haushaltsbereinigungssitzung bewilligt."
11864,"     Träumen Sie oder sind Sie so naiv, wie soll die SPD bei Neuwahlen an die 34% bekommen, ich tippe eher auf 15% wenn die Unvernunft sich durchsetzen sollte!"
11865,"_Lauterbach Wow, was für eine Arroganz und Demokratieverweigerung! Die Bürger wählen, das Ergebnis passt nicht, es soll neu gewählt werden. Wen wollen sie eigentlich für blöd verkaufen. Schon mal was von Minderheitsregierung gehört? Und Mehrheiten finden nach dem Wählerwillen?"
11866,Tschechien macht alles richtig!!! Weiter so !!!!!
11867,Unzensuriert:'Den Mann in sich töten': Plakat vor Frauenstreik in der Schweiz regt auf: Frauenstreik Foto: Comet Photo AG / wikimedia (CC BY-SA 4.0) Am 14. Juni sollte es in der Schweiz wieder zum jährlichen „Fraustreik“ kommen. Um auch dort auf die… https://t.co/N3Jnw9hrRK
11868,  Wichtiger wäre mir das Messverfahren und die Quelle. Die Aussage erschließt sich mir aus dem Kontext und der Intuition.
11869,Ich gratuliere dem FCB Dynamo zur 117. Deutschen Meisterschaft in Folge! ⚽️🏆
11870,@BlondJedi @akk Wie wahr!
11871,_ohne_Ka Galileo zufällig? Die haben uns letztens auch angefragt... Neeneenee
11872,Nach d neuerlichen Urteil d BVerfG über e kopftuchtragende Erzieherin hat TBB d Blner Senat aufgefordert d Neutralitätsgesetz abzuschaffen.
11873,Heute vor 100 Jahren konnte #Finnland seine Unabhängigkeit erklären - und zwar erst dank der russischen Revolution. #Onnittelut!
11874, Dann solltest du das vielleicht Mal tun. Er hat sehr interessante Ansichten. Aun Rand ist mir definitiv zu radikal! ;)
11875, Die Energiewende! Und der Schutz der kleinen Schweinswale in der Nordsee!
11876,"Frau Angela Merkel, trifft es zu, dass der Attentäter, der Frau Reker verletzt hat, V-Mann des Verfassungsschutzes war? Bitte beantworten Sie umgehend diese Frage! 
http://www.neopresse.com/politik/dach/teile-und-herrsche-war-auch-der-koelner-attentaeter-v-mann/"
11877,"Dann müsst ihr auf das russische Netzwerk VK umsteigen, Da wird nicht zensiert"
11878,"  Raus mit denen ,am besten nach Zentra-lAfrika!"
11879,"Jetzt haben auch die letzten Linken erlangt, dass sich #Klimaschutz prima zur Durchsetzung der linken Agenda nutzen lässt. Wenn sie das miteinander verbinden, sind sie die eigentlichen #Klimasünder! Absturz #Klimareligion   https://t.co/7T26bPgP8S"
11880,"@realJohr Der Bundespräsident hatte nicht vor, sich mit Honks zu unterhalten."
11881,Und trotzdem haben alle das gleiche Ziel und Interessen.
11882,Wieviele VS-Agenten gibt es hier noch?
11883,"Ich lande vor Gericht, wenn ich einen falschen Tweet schreibe und Drogendealer in Berlin bekommen Verkaufsflächen ausgewiesen. Hier läuft aber mal so richtig was falsch in Deutschland."
11884,"Wir befinden uns im Jahre 17 n. Merkel. Ganz Deutschland ist von den Sozis besetzt.... Ganz Deutschland?  Nein! Ein von unbeugsamen Sachsen bevölkertes Dorf hört nicht auf, Widerstand zu leisten...  #Goerlitz   https://t.co/HJ99rkF6I2"
11885,"Ich fahre durch Dresden, sehe überall die 'SGD'-Schriftzüge der Dynamo-Fans, die stets mit 'ACAB' verziert sind, und frage mich: welchen Nachnamen tragen Bastarde, die in Sachsen geboren werden?"
11886,PAZ:Elefantenhochzeit bei Autobauern?: Fiat Chrysler und Renault streben eine Fusion an – Widerstand aus Frankreich droht https://t.co/3NBWZbR3fu
11887,Sofort abschieben
11888,"Als ob sich die ""Volksverarsche"" nur auf die Flüchtlinge beschränkt! Ähnlich verhält es sich auch bei Pegida! Da wird nicht das Bild der Masse (normale Bürger) gezeigt, sondern gezielt ein paar glatzköpfige Mitläufer oder Leute die irgendwelchen Mist brüllen! Die Urinbeutel werfende Antfa wird garnicht erwähnt...Wenn dann die Menschen ""Lügenpresse"" rufen, zeigen sich die Reporter dann auch noch empört."
11889,Nur noch alles schön reden und dabei selbst in der schlinge frau merkel.geben sie zu es war falsch mit der zusage wir holen euch alle ins paradies nur noch chaos wo man hinschaut. Handelt endlich.
11890, Unbegreiflich. Und das nennt sich Christen.
11891,"Auch wenn ich sonst nicht viel von der halte, aber da hat sie recht ;)"
11892,"Voller Hass und voller Geifer, schreitet der rechte Rand voran, im Glauben unser Land zu retten, treiben sie es in den Untergang. #NoAfD #AfD"
11893,_oezdemir Nur die Grünen reden über Klimakatastrophe..😂😂 |LBR| Wieso ist diese kotzgrüne Brühe nicht versickert..? |LBR| Ihr dummen 🇩🇪was habt ihr nur getan??
11894,es lebe schweden und wann wachen wir auf
11895,Diese Aussage war ein politisches Eigentor.
11896,"Wenn die Briten ernten, was sie säen, müssen sie ihr Saatgut an den |LBR| Grenzen genau überprüfen. Keine Giftpflanzen aus dem Nahen Osten."
11897,Michael Müller: 'Seit heute sind alle Kita-Jahre unserer 170.000 Kita-Plätze für die Berliner Eltern kostenlos. Als erstes Bundesland schaffen wir die #Kita-Gebühren komplett ab und sind somit Vorreiter für mehr Chancengleichheit.“    https://t.co/IeaZc7WAVh
11898,Die Zahl arabischer Rekruten in der israelischen Armee steigt rasant. Die  hat eine Dokumentation über sie gedreht. #Israel 
11899,"Wenn im Stammbaum, welcher kreisförmig ist, auch noch ne Ziege vorkommt.    👇🏻 https://t.co/DZapsesEg5"
11900,in skandinavien haben die auch schon mal ne gemeinsame währung gehabt ging auch schief
11901,@FinjaFinte 😤
11902," Deshalb werbe ich dafür, in Koalitionsverhandlungen zu treten und dann die Parteibasis entscheiden zu lassen. Die von der SPD in den Sondierungen durchgesetzten Punkte werden sich in einem Koalitionsvertrag wiederfinden."
11903," _Sellner   Eine Ratte die im Pferdestall geboren wird, ist auch kein Pferd."
11904,Ja und? was gibts da zu maulen?So lautet das Gesetz seit vielen zig jahren!  Warum tragen Sie sonst Knarren und keine Klopümpel! In JEDEM Land!
11905,"Aber warum ist sie denn weggerannt, hätte doch mal richtig trainieren können....."
11906,"@Contbau @BKsoll @Ungebeten1 Es geht gar nicht darum, was sie kosten. Es geht darum, dass es für sie AUSGEGEBEN wird! Denn wenn es für sie ausgegeben wird, dann nimmt es woanders auch wieder jemand ein! Z.B. der Vermieter oder der Sozialdienst oder die Kirche oder die Ärzte!!!"
11907,"Früher hieß es, #Deutschland das Land der #Dichter und #Denker. Heute heißt es, Deutschland das Land der #Duckmäuser und ja Sager."
11908,"Ein Wachmann hat sich in Dresden gewagt zum Aufräumen aufzurufen...
https://mopo24.de/nachrichten/wueste-schlaegerei-in-dresdner-asylheim-21344"
11909,"Im Einbürgerungsgesetz wird von ""Flüchtlingen"" gesprochen, und nach 6 Jahren ca. können diese sich einbürgern lassen (=Wahlrecht etc.)? Was ist mit den Kindern, die hier im Land geboren werden? Ich will ja keine falschen Informationen verbreiten, aber es wäre schön, wenn sich mal jemand mit Fachwissen damit beschäftigen könnte und mal eine ausführliche Information dazu schreiben könnte."
11910,"   @_macmike  _ _putin       _silve      _Franz Der Typ hat sich mit etlichen hier angelegt, hat inhaltlich nichts zu bieten - nur Klugscheißern. Eigenes hat er auch nicht zu bieten - dafür reicht sein Intellekt nicht."
11911,#Bundesrat: So sieht also grüne Gerechtigkeit aus. Länder mit grüner Beteiligung stimmen Mini-Erbschaftssteuer zu: Milliardäre bedanken sich
11912,Herr Friedman und Konsorten. Es wird der Tag der Rache der freien Völker kommen.
11913,Ein Baum ein Strick und es bricht das Verbrechergenick !
11914,Die ist auch eine Gefahr
11915,was ist eigentlich mit dem Gleichstellungsprinzip?
11916,PI: Markus Lanz auf Lunge Tiroler um Mitternacht: Von PETER BARTELS | Der Politiker mit der Fielmann-Brille war 41… Der Blogger mit der roten Bürste 44… Der Tiroler mit den Scharr-Schühchen 50… Die restlichen 117 Jährchen waren Hintergrundrauschen:… https://t.co/PiRGP3141y
11917,"Das mögen wir Ossis nach 43 Jahren SED, dass uns irgendwelche Z-Promis wie im Betreuten Denken der DDR sagen, wen oder was wir zu wählen haben.  Ich weiß im Moment echt nicht, was ich widerlicher finde, euren Bericht oder eure Systemhuren? https://t.co/IqDz8nDx7L"
11918," doch ja,ich bin Nationaldemokrat und darauf bin ich stolz!"
11919,"Die ficken einfach alles. Kleine Kinder, alte Frauen, Esel und Ziegen!"
11920,Und was bekommt ein Asylant der Deutsche umzubringen versucht?
11921,"Der Dresdner ""Terrorkünstler"" verarscht nicht nur Dresdener Bürger, indem er dem Terror ein Denkmal setzt, dieser Idiot passt zur Politik 😡"
11922," _silve          @_macmike  _Franz Die sog. Wiedervereinigung ist eine Fals Flag für die Deutschen, sie ist juristisch niemals erfolgt, lese Art. 133 GG dann weißt du in was du lebst. |LBR| Die Wiedervereinigung ist außerdem wie „VV Krisztina“ schon schrieb von Freimaurerlogen eingefädelt worden, |LBR| man lernt nie aus😉"
11923,"@BlondJedi @Oemmes4 @annewill Hat sie vielleicht im Dezember 2017? Nebenbei: whataboutism, Relativierung und Fremdenfeindlichkeit in einem Tweet, wo lernt man das?"
11924,Sexualstraftäter einfach kastrieren- macht man ja bei Rüden auch!! DAS wäre dann eine abschreckende Bestrafung!! UPS: hab vergessen: das wäre ja ein Eingriff seiner Menschenwürde!! Welcher Trottel hat eigentlich diesen Gesetzes Satz erfunden? Denn in meinen Augen hat so ein Individium keine Rechte mehr!!
11925,"_SPD Wenn das komplette SPD Gesocks morgen qualvoll verrecken würde, wäre das schöner als Weihnachten und Ostern zusammen."
11926,#Linke &amp; #Grüne jetzt im #Bundestag wollen Abstimmung zum gemeinsamen Antrag:Abzug aus #Incirlik. #CDU #SPD #CSU müssen jetzt Farbe bekennen
11927,"  _Bund   Du behauptet also, Frauen werden ebenso häufig Opfer von Gewalt? Worauf stützt Du diese These?"
11928,#Bonn Brian der Kenianer mit deutscher Staatsbürgerschaft soll Elma in einem Flüchtlingsheim vergewaltigt und ermordet haben Nun behauptet er nicht 19 sondern 17 zu sein und seine Schwester ist seine Mutter Die #Justiz spielt die #Posse ohne Widerworte mit https://t.co/qErDBLqqyg
11929,Noch nie Powertweet mit über 100 faves gedroppt
11930,@realJohr Ekelhafte Nazis!
11931, Leider sehr wahr sehr wahr!!!
11932,"Was aber verhindert werden muss, ist das es zu Neuwahlen kommt, denn das würde die AFD im Augenblick helfen."
11933,"Lust auf die volle Packung öffentlich-rechtliche Lügen?  Dann mal los, Andrej Reisin und 'Flüchtlingskriminalität: Kein Grund zur Dramatisierung'!  https://t.co/C39qSs5B0f  https://t.co/YfYH6Ko3RS"
11934,"Recht hat er, ist in anderen Ländern normale Vorgehensweise."
11935,1933 ging das auch so los nur konforme meinungen waren legitim
11936,@Uwe_Junge_MdL Uns wurde es eher mit der AfD schlecht. Was euresgleichen von LGBTQ Menschen hält habt ihr ja schon oft genug deutlich gemacht.
11937,"Jede Meinung ist wichtig,jeder hat das Recht zu demonstrieren. Aber:Gewalt darf niemals Mittel der politischen Auseinandersetzung sein. #G20"
11938,Die BRD &gt; lächerliches Bildungssystem züchtet Wahlschafe; Spaßgesellschaft mit Brot u. Spielen; Hausfrauen-Bildungs-TV ab 14:00 Uhr usw 😂😂😂
11939,Staatsfernsehen tut alles das Merkel weiter regieren kann. |LBR| Es müssen Neuwahlen her.
11940,"Meine Großmutter hatte 7 Kinder , und so oft ich auch nachfragte ,, sie wollte es nicht ändern   Sie war glücklich , hatte keine Not , alles war friedlich und geschlagen wurde sie von Niemanden!!! Übrigens ; Minirock und Implantate gab es noch nicht , was es nicht gibt kann einen auch nicht fehlen!!!"
11941," Die liebt Wahlkampf, andere lieben ihre Familien. Zum kotzen, was die SPD alles tut, um an der Macht zu kleben."
11942,"(Henryk M. Broder) Die Berliner Staatssekretärin für bürgerschaftiches Engagement und ähnliches Gedöns leidet unter einem hypertrophen Mitteilungszwang, der in der Fachliteratur als Logorrhoe bezeichnet wird. https://t.co/ow80GYi8sd"
11943, _Beck Jerusalem ist nun mal Hauptstadt Israels.
11944,"2/3  Der Lutscher auf diesem Bild wohnt in Paris und Barcelona in den teuersten Wohngegenden und war wahrscheinlich noch nie in seinem Leben in Görlitz....wenn ich da an King abode, den Neubürger mit der sagenhaft großen fresse und 345 Anklagen, denke, dann sollte unbedingt https://t.co/aKnCsNvEac"
11945,"@Kaeri91622010 @Lempathia Was die Stadt hier veranstaltet ist einerseits Wahlkampf für #ProChemnitz und die #AfD und spaltet andererseits natürlich die Gesellschaft    Wie kann man das #Stadtfest in #Chemnitz absagen und das #Zuckerfest feiern    Die Wahl im Herbst wird lustig, denn     #WAHLTAGISTZAHLTAG"
11946, Sehr gut sollte in D auch so sein!
11947,Klare Aussage dafür ist die Dienstwaffe ja auch gedacht.
11948,  Die Caritativen Einrichtungen sind mir jetzt sowas von scheissegal! Habe Austritt aus der Kirch beantragt.!!!!!!!!
11949,Feminismus ist der Islamismus der Weiblichkeit.
11950,"Widerlich dieses Geheule vom #Fachkräftemangel! Schmidt sagte einst: 'Es mangelt uns nicht an Menschen im Land', was nach 2015 umso zutreffender sein dürfte. 'Wenn die Wirtschaft #Fachkräfte will, dann soll sie gefälligst welche ausbilden!' #Fachkräfteeinwanderungsgesetz https://t.co/MzDetrTcAg"
11951,  Früher war in der Bronx sicherer als heute in DE
11952,#USA hat tatsächlich einen Wahnsinnigen als Präsident. |LBR| Und die Welt unterstützt ihn noch bei Kriegstreiberei
11953,"@Uwe_Junge_MdL Na, das hoffe ich doch..."
11954," Yup, so unauffällige Daimlers hab ich auch in Süd Afrika gesehen ;)"
11955, Und dann noch eine Krawatte tragen die manche Leute eventuel auf Ideen bringt ! So hohl der Freggel !!
11956,@_almostart  Das finde ich nicht. Promis sind gesellschaftlich durchaus einflussreich und niemand will ein homosexuelles Kind.
11957,@BlondJedi @annewill Der Londoner Bus liegt natürlich näher.😀
11958,80 Prozent der Straftaten dieser Herrschaften fällt unter Pressesperre.
11959,„Aufgrund des gegenwärtigen Ermittlungsstands Zweifel am dringenden Tatverdacht“  Da müssen sich aber viele richtig entschuldigen und Köpfe rollen. 😢    #findbecci #rebecca #freeflorian #schwagerwars    https://t.co/fcTc5uwOgb
11960,"Zum ersten mal live habe ich Rassismus erlebt, als ich mit einem selbsternannten Antirassisten gesprochen habe."
11961,Hut ab!! So eine brauchen wir an der Spitze unseres Landes!!
11962,Wie war das noch mit den 30er Jahren und so?! ?? Meinungsfreiheit in Deutschland meint: Es gibt nur die eine wahre Meinung und alles andere ist Hetze und braunes Gelaber ...
11963, _eu Na sowas aber auch! :/) Danke für die Info!
11964,"Eine Marionette,wie die anderen auch !....in einer gesunden Welt,würde man solche subversiven Gestalten gar nicht raus lassen !..............""Die Erde ist die einzige Irrenanstalt,die von seinen Insassen verwaltet wird"" !!!"
11965,_  Nicht jeder tauscht sein Haupt- gegen Rückenhaar wenn er älter wird 😁
11966,"Ach eine Gefahr für Deutschland.?!
Deutschland, nee ,das ist nicht mehr Das DEUTSCHLAND. DIE GEFAHR HATTE SCHON VORHER BEGONNEN."
11967,Während bundesdeutsche Obdachlose auf der Straße leben müssen und keine Krankenversicherung haben wird hier groß investiert....
11968,"__Grind  _in_munich Die Strafe war in den bekannten Fällen noch nicht verbüßt. Wenn im Heimatland die Todesstrafe oder Folter droht, darf nicht abgeschoben werd"
11969,"In #Gotha gab es nahe einem #Einkaufszentrum eine Schießerei. Ein Polizeibeamter wurde verletzt, ein Verdächtiger festgenommen. Zu den Hintergründen schweigt die Polizei https://t.co/YF4wEO3Sg9"
11970,statt diesen kriminellen #Ausländer noch im Fernsehen zu zeigen sollte man ihn lieber rausschmeißen  #WDR
11971,_keth _vStorch Einreisen ist für Migranten einfacher als ausreisen...die Deutschen lassen einen nicht freiwillig gehen..!
